SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,PaperlessBilling,MonthlyCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,0,0,-0.6242325220599899,0,1,0,0,0,1,1.0112226451249773,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2367242199587352,0,0,0,0,0,1,0.5257065673757776,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-0.0965540357978854,1,0,1,0,1,1,0.9750862291785486,0,1,0,1,0,0,0,1,0,0,1
1,0,0,0.7992939660427822,1,0,1,1,1,1,1.5284646302338678,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-0.4163596542223524,0,0,0,1,0,1,-0.6986694984129063,1,0,0,1,0,0,0,0,1,0,1
1,1,0,-0.2187151269579764,1,1,0,0,1,1,1.3140928172124378,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-1.1960038562387048,0,1,1,0,0,1,-0.9742016520163136,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-0.7888002190384014,0,0,0,0,0,0,-1.4960059100684764,0,0,1,0,0,1,0,0,0,1,0
0,0,1,-1.2774445836787656,0,1,0,0,0,0,-0.4939423189683041,1,0,0,1,0,0,0,0,0,1,0
0,1,1,0.0663274190822359,0,0,0,0,0,0,0.4499583771260538,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1363254310432795,0,0,0,1,0,1,-0.5327432588031035,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-0.9924020376385532,1,0,0,0,0,1,0.7241548821534641,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.0965540357978854,0,0,0,0,0,0,-1.5109620830699717,0,0,1,0,0,1,0,0,0,1,0
0,1,0,1.369379058123207,0,1,1,1,1,1,0.7025515211513048,1,0,0,0,0,1,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-1.477726143066649,0,0,1,1,0,0,0,0,0,1,1
0,0,0,-1.2774445836787656,0,0,1,0,0,0,0.3668685271177476,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.4100994218432374,1,1,0,0,1,1,0.9833952141793793,0,1,0,0,1,0,0,1,0,0,1
0,1,1,1.4508197855632678,0,1,1,1,1,1,0.6726391751483144,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.489681950944108,0,0,1,1,0,0,0,0,0,1,1
0,0,0,-0.8702409464784621,1,0,0,0,1,0,0.8438042661654253,0,1,0,1,0,0,0,0,1,0,1
0,1,0,1.5729808767233588,1,0,1,0,1,1,1.3091074262119398,0,1,0,0,0,1,0,1,0,0,0
1,0,0,1.0545217561381988,1,0,1,0,0,1,0.6665373621370149,0,1,0,1,0,0,0,1,0,0,1
0,0,0,-0.9924020376385532,0,0,0,0,0,0,0.1973652331008032,0,1,0,1,0,0,1,0,0,0,0
0,1,1,-0.7073594915983407,1,0,0,0,0,1,0.3369561811147576,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-1.1552834925186746,0,0,0,0,0,1,-1.3464441800535252,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.1145631287986442,1,0,0,1,0,1,1.1877962451998123,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.39189180327540424,1,0,0,1,0,1,0.5612629982538896,0,1,0,1,0,0,0,0,1,0,1
0,0,1,-0.9516816739185228,0,0,1,0,0,1,-0.4872951309676395,1,0,0,1,0,0,0,0,1,0,0
0,0,0,-0.9109613101984924,0,0,0,0,0,0,-1.4876969250676455,0,0,1,1,0,0,0,0,1,0,0
0,0,0,-1.2774445836787656,0,0,0,1,0,1,-0.4756625519664766,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-0.4630373092781585,1,1,0,1,0,0,1.2991366442109429,0,1,0,1,0,0,0,0,0,1,0
1,0,0,0.9621754209229036,1,0,1,1,0,1,1.329048990213933,0,1,0,0,1,0,1,0,0,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-0.6849115596008932,1,0,0,1,0,0,0,0,0,1,1
0,1,1,0.6771328748826912,1,0,0,0,0,0,0.6560212051466532,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-0.9924020376385532,0,0,0,0,0,1,0.1724382780983114,0,1,0,1,0,0,0,1,0,0,0
0,0,0,-1.1669142906101881,0,0,0,0,0,0,-1.4589706974973038,0,0,1,1,0,0,1,0,0,0,1
1,0,0,-1.2367242199587352,1,0,0,0,0,1,0.966777244177718,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-0.9773947397852858,1,0,0,0,0,1,0.3505079915357992,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-1.1145631287986442,1,0,1,0,0,1,0.8321716871642622,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.1477681465222966,1,1,0,1,1,1,0.827186296163764,1,0,0,0,1,0,0,1,0,0,0
0,0,1,-0.055833672077855,1,0,0,0,0,1,0.7241548821534641,0,1,0,1,0,0,0,1,0,0,1
0,1,1,0.9214550572028734,0,0,0,0,0,0,-1.5076384890696393,0,0,1,0,0,1,0,1,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-0.62854787598176,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.2184539317593372,0,0,0,0,0,1,0.1932643781374554,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.0738427650786138,0,0,0,1,0,0,0.6360796411446599,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.1477681465222966,0,1,0,1,1,1,0.4798707231290441,1,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.9516816739185228,0,0,0,0,0,0,-1.4744025490663168,0,0,1,1,0,0,0,0,0,1,0
0,0,0,-1.0331224013585834,0,0,0,0,0,0,-1.505976692069473,0,0,1,0,0,1,0,0,0,1,0
0,0,0,-0.26825210971272906,1,0,1,0,0,1,0.658512178297695,0,1,0,1,0,0,0,0,1,0,1
0,1,0,1.5729808767233588,1,0,0,1,1,1,0.5214156481331973,1,0,0,0,0,1,1,0,0,0,0
0,0,0,-1.1960038562387048,0,1,0,0,1,1,-0.0120211889201281,1,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.4290134815477047,1,0,0,0,0,1,0.33971068445116076,0,1,0,1,0,0,1,0,0,0,1
1,1,0,0.188488510242327,1,0,0,0,0,1,0.3901336851200734,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0.758573602322752,1,0,0,0,0,1,-1.3564149620545218,0,0,1,0,1,0,0,0,0,1,0
0,1,1,-0.2594354906780068,0,0,0,0,0,1,0.8654076271675846,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0.758573602322752,0,1,1,0,0,1,0.4782089261288781,0,1,0,1,0,0,1,0,0,0,0
1,1,0,1.6137012404433893,1,1,1,1,1,1,1.7278802702538023,0,1,0,0,0,1,0,1,0,0,0
1,0,0,0.6771328748826912,1,0,0,1,0,1,0.8670694241677506,0,1,0,1,0,0,0,1,0,0,1
0,0,0,-0.9924020376385532,1,0,0,0,0,1,0.3352943841145911,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-0.3001558543980371,0,0,1,1,0,1,1.15456030519649,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.247217966963116,0,0,0,0,0,1,-1.51594747407047,0,0,1,0,0,1,0,0,0,1,0
0,0,0,1.369379058123207,0,1,1,1,1,1,-0.075169474926441,1,0,0,0,0,1,1,0,0,0,0
1,0,0,-0.7073594915983407,1,0,1,0,0,1,0.5131066631323666,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.5032708819946794,0,0,1,1,0,0,0,0,0,1,1
0,0,0,0.880734693482843,0,1,1,0,0,0,-0.6169152969805971,1,0,0,0,0,1,1,0,0,0,0
0,0,0,-0.7888002190384014,0,0,1,1,0,1,0.544680806135523,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0.8033916613526321,1,1,1,0,0,1,0.9650976584626225,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,1,0,0,0,-1.156999322034587,1,0,0,1,0,0,1,0,0,0,1
0,0,0,-1.2367242199587352,0,0,0,0,0,0,-1.462769970065154,0,0,1,1,0,0,0,0,0,1,0
0,0,0,-1.2645293159365898,0,0,1,0,0,0,-0.48008387062491115,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-0.7817233648603759,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-0.3408762181180675,1,0,0,1,0,1,1.1296333501939984,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-0.6611069764622728,1,0,0,1,0,0,0,0,0,1,1
0,1,1,-0.7904264887971975,1,1,0,1,0,1,1.2960833194011703,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.3920903288424788,1,0,0,0,1,1,1.181149057199148,0,1,0,1,0,0,0,0,1,0,0
0,1,1,1.2064976032430856,1,0,1,1,1,1,1.5301264272340338,0,1,0,0,1,0,0,0,1,0,0
0,1,0,-1.255636569901821,0,0,0,0,0,0,-0.34834797088487324,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.2774445836787656,0,1,1,0,0,1,-0.3277626189516918,1,0,0,1,0,0,0,0,1,0,1
1,0,0,-0.3408762181180675,0,0,0,0,0,1,-1.477726143066649,0,0,1,1,0,0,0,0,0,1,0
0,1,0,1.5729808767233588,1,0,1,1,0,1,1.3423433662152622,0,1,0,0,0,1,1,0,0,0,0
0,0,0,-1.1552834925186746,0,0,0,0,0,0,-1.520932865070968,0,0,1,1,0,0,0,0,0,1,0
0,1,0,0.880734693482843,0,0,1,0,0,0,-1.1420431490330922,1,0,0,1,0,0,0,0,1,0,0
0,1,0,1.4100994218432374,1,0,0,0,0,1,-1.3132082400502028,0,0,1,0,0,1,0,1,0,0,0
0,0,0,-0.630124975862083,0,1,0,0,0,1,-0.49680939602969576,1,0,0,1,0,0,0,0,1,0,1
0,1,1,0.9214550572028734,0,0,0,0,0,0,-1.477726143066649,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0.6364125111626608,1,0,1,1,0,1,1.440389389225063,0,1,0,0,0,1,1,0,0,0,0
0,1,1,-0.9516816739185228,0,0,0,0,0,0,-1.4960059100684764,0,0,1,0,0,1,0,0,0,1,0
1,1,0,1.4581167729187559,1,0,1,0,0,1,1.1167785404576707,0,1,0,1,0,0,0,0,1,0,1
1,1,0,1.0346612314791932,0,0,1,1,0,1,-0.6501166923410178,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-0.5851984004382496,1,0,0,0,0,1,0.360221339117083,0,1,0,1,0,0,1,0,0,0,0
0,1,1,-1.2367242199587352,0,0,1,0,0,1,0.2920876621102721,0,1,0,1,0,0,1,0,0,0,1
0,1,0,-0.9516816739185228,0,0,0,1,0,1,0.3652067301175816,0,1,0,1,0,0,1,0,0,0,1
1,1,1,0.5956921474426305,0,0,0,0,0,0,0.1923798421003046,0,1,0,1,0,0,1,0,0,0,1
0,1,0,-1.0613582553776533,1,0,0,0,0,1,0.6383748581774797,0,1,0,1,0,0,0,0,1,0,1
0,0,1,-1.2774445836787656,0,1,1,0,1,1,0.1890562480999726,1,0,0,1,0,0,1,0,0,0,0
0,1,1,-0.62591876415828,0,0,0,1,1,0,1.1246479591934997,0,1,0,0,1,0,1,0,0,0,1
0,1,0,1.6137012404433893,1,1,1,1,1,1,1.302460238211275,0,1,0,0,0,1,1,0,0,0,0
0,0,0,-1.252608277612313,1,0,1,0,0,1,0.535982359942284,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0.5142514200025698,1,1,0,0,1,1,0.1757618720986434,1,0,0,1,0,0,0,0,1,0,0
0,0,0,-1.0738427650786138,1,0,0,0,0,1,0.9568064621767214,0,1,0,1,0,0,1,0,0,0,1
0,0,0,0.5142514200025698,1,0,1,0,0,1,1.0079930900925231,0,1,0,1,0,0,0,1,0,0,1
1,1,0,0.7178532386027215,0,0,0,0,0,1,0.2089978121019659,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,1,0,0,0,-0.46462194783030986,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.1707764810981453,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.0278164585443565,1,0,0,0,0,1,-0.49530952122114213,1,0,0,1,0,0,0,0,1,0,1
0,0,0,1.369379058123207,1,1,1,1,0,1,0.3269853991137605,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-0.42136932584151005,1,0,0,0,1,1,0.8392829432012148,0,1,0,1,0,0,0,0,1,0,1
0,0,1,-0.9516816739185228,0,0,0,0,0,0,-0.3128064459501966,1,0,0,1,0,0,0,0,1,0,1
0,1,1,1.4100994218432374,1,0,1,0,1,0,0.9750862291785486,0,1,0,0,0,1,0,1,0,0,0
0,0,0,0.880734693482843,1,1,0,1,1,0,0.7424346491552913,1,0,0,0,0,1,1,0,0,0,0
0,1,0,0.7992939660427822,0,1,0,0,0,0,0.642726829145324,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.5242564590713006,0,0,1,1,0,0,0,0,0,1,0
0,1,0,-1.118694882112887,1,0,1,0,0,1,0.5084176708276159,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.3513699651224484,0,1,0,1,1,1,0.5014740841312035,1,0,0,0,1,0,1,0,0,0,0
0,1,1,-0.8295205827584317,0,0,0,0,0,0,-0.3693075439558449,1,0,0,0,1,0,0,1,0,0,1
0,0,0,-1.2367242199587352,1,1,0,0,0,0,0.8637458301674186,0,1,0,1,0,0,0,0,0,1,0
1,0,0,-1.0331224013585834,1,0,0,0,0,1,0.6659919871476498,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-0.62591876415828,0,0,0,0,0,0,-1.5093002860698053,0,0,1,0,1,0,0,0,0,1,0
0,1,1,1.6137012404433893,1,0,1,1,0,1,1.2775332832087831,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0.2317928898183825,1,1,1,0,1,1,1.3288873092410487,0,1,0,1,0,0,0,1,0,0,1
0,0,0,-0.9924020376385532,0,0,0,0,0,1,-0.3327480099521901,1,0,0,1,0,0,0,1,0,0,0
1,1,0,-1.088043540119548,0,0,1,0,0,1,0.6089602941473042,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-1.0331224013585834,0,0,0,0,0,1,0.8105683261621028,0,1,0,1,0,0,0,0,1,0,0
1,1,0,-1.2774445836787656,0,0,0,0,0,1,-1.4594463760648215,0,0,1,1,0,0,0,0,0,1,1
0,0,0,1.3286586944031769,1,0,0,0,0,0,-1.2965902700485417,0,0,1,0,0,1,0,0,0,1,0
1,0,0,-0.8489840300480387,0,1,0,0,0,1,0.5906665011994885,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-0.0965540357978854,1,1,1,0,0,1,0.9817334171792133,0,1,0,1,0,0,0,1,0,0,0
0,0,0,0.4735310562825394,0,0,1,0,1,0,1.1894580421999783,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.5851984004382496,0,1,0,1,0,1,0.7690234011579498,0,1,0,1,0,0,0,0,0,1,0
1,0,0,0.1070477828022663,1,1,0,0,0,1,1.1396041321949948,0,1,0,1,0,0,0,0,1,0,0
0,1,1,-1.2774445836787656,0,0,0,0,0,1,-0.6335332669822583,1,0,0,1,0,0,0,0,1,0,1
0,1,1,1.4508197855632678,1,0,0,0,0,1,0.6061672951416694,0,1,0,0,1,0,0,0,1,0,1
0,1,1,0.1070477828022663,0,0,0,0,0,0,-1.491020519067978,0,0,1,0,1,0,0,0,1,0,0
1,1,0,0.3513699651224484,1,1,0,1,0,1,0.6310942501441613,0,1,0,1,0,0,1,0,0,0,1
1,0,0,0.1070477828022663,0,0,0,0,0,0,0.1923798421003046,0,1,0,1,0,0,0,0,1,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.4960059100684764,0,0,1,1,0,0,0,0,0,1,0
0,1,0,0.9621754209229036,1,0,1,0,0,0,1.181149057199148,0,1,0,0,1,0,0,1,0,0,1
0,0,0,-1.184440033495828,0,0,0,0,0,0,-0.3931898661825098,1,0,0,1,0,0,0,1,0,0,1
0,0,0,-1.2367242199587352,0,0,0,0,1,1,-0.4839715369673072,1,0,0,1,0,0,0,1,0,0,0
0,1,0,1.4100994218432374,0,1,1,0,0,1,0.85876043916692,0,1,0,0,1,0,0,1,0,0,1
0,1,1,1.4508197855632678,1,1,1,1,1,1,0.8072447321617703,1,0,0,0,0,1,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-0.6057554613159375,1,0,0,1,0,0,0,0,0,1,1
0,1,0,1.2879383306831464,1,1,0,1,0,1,0.9917041991802098,0,1,0,0,0,1,0,1,0,0,0
0,1,0,-1.2774445836787656,0,0,0,0,0,1,-0.3144682429503628,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0.1477681465222966,0,1,1,1,1,1,0.3851482941195749,1,0,0,0,1,0,0,0,0,1,0
0,1,0,1.3142198776654233,1,0,1,1,0,1,1.3739639388169351,0,1,0,0,1,0,0,0,1,0,1
0,0,0,-0.53385860365795,1,0,0,0,1,1,0.8028361562810343,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1960038562387048,0,0,0,0,0,0,0.8620840331672525,0,1,0,1,0,0,0,0,0,1,0
0,1,1,-0.28883233797521246,0,1,0,0,1,0,-1.0069251029970463,1,0,0,1,0,0,1,0,0,0,1
0,0,0,1.125056875803025,0,1,0,1,0,0,-0.3709693409560109,1,0,0,0,0,1,0,0,1,0,0
0,1,0,1.125056875803025,0,0,1,1,1,0,-0.1316705729320893,1,0,0,0,0,1,0,1,0,0,0
0,1,1,-0.5444780367182193,0,0,0,0,0,0,-1.4827115340671475,0,0,1,0,0,1,0,0,0,1,0
0,1,1,-1.1607313518249966,1,0,0,0,0,0,-0.4293526166555479,1,0,0,1,0,0,0,0,0,1,1
0,1,1,-0.16430554564876568,0,0,0,0,0,1,0.426273948600758,0,1,0,1,0,0,0,0,1,0,1
0,0,0,1.0843365120829946,1,0,0,0,0,0,-1.3215172250510334,0,0,1,0,0,1,0,0,0,1,0
0,0,0,-0.9482142196375434,1,0,0,0,0,0,0.9873211187054851,0,1,0,1,0,0,0,0,1,0,1
0,0,1,-0.7073594915983407,1,0,1,0,0,1,0.8720548151682491,0,1,0,1,0,0,0,0,1,0,0
1,0,0,-1.031811372271991,1,0,0,0,0,1,0.6297267199928905,0,1,0,1,0,0,0,1,0,0,1
0,1,1,-1.2774445836787656,0,0,0,0,0,1,-1.491020519067978,0,0,1,1,0,0,0,0,1,0,1
0,1,0,0.3106496014024181,1,0,1,0,0,0,-0.2712615209460435,1,0,0,1,0,0,0,1,0,0,0
0,0,0,-0.9109613101984924,0,0,0,0,0,1,-1.491020519067978,0,0,1,1,0,0,0,0,0,1,0
0,0,0,-1.1921974910816617,1,0,0,0,0,1,0.358606459426697,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.8034070775600224,0,0,0,0,0,1,0.20282021005738304,0,1,0,1,0,0,0,1,0,0,1
0,0,0,-0.7888002190384014,1,1,0,0,0,1,0.5064594751317021,0,1,0,1,0,0,0,1,0,0,0
1,1,0,1.4915401492832985,0,1,1,0,0,0,0.749081837155956,0,1,0,0,1,0,0,1,0,0,0
1,0,0,-1.2711035163383892,0,0,0,0,0,1,-1.2195989098875673,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-1.1552834925186746,0,0,0,0,0,1,-0.6717545979860794,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-1.1960038562387048,1,0,0,1,0,1,1.222693982203301,0,1,0,1,0,0,1,0,0,0,1
0,1,1,1.2879383306831464,1,0,0,1,0,0,0.8471278601657574,0,1,0,0,1,0,0,1,0,0,0
0,0,0,0.9834194879001672,1,0,1,1,0,1,1.2877932648083565,0,1,0,0,1,0,1,0,0,0,1
0,0,1,0.8400143297628127,0,1,1,1,0,0,1.0365727181846955,0,1,0,0,1,0,0,0,1,0,0
0,1,1,-0.2187151269579764,1,0,0,0,0,1,0.3652067301175816,0,1,0,1,0,0,1,0,0,0,0
0,1,0,1.4508197855632678,1,0,0,0,0,0,-1.3198554280508674,0,0,1,0,0,1,0,1,0,0,0
0,0,0,0.2699292376823877,1,0,1,1,0,1,1.285842268209614,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-0.8493737898354867,1,0,0,1,0,0,0,0,0,1,1
1,1,0,-1.1960038562387048,0,0,0,0,1,1,0.6368648880027001,0,1,0,1,0,0,0,0,0,1,1
0,0,0,0.3513699651224484,1,1,0,0,0,1,0.5496661971360212,0,1,0,1,0,0,0,1,0,0,0
0,0,0,-0.6310895170597454,1,0,1,1,0,1,1.3837366148361674,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.5037576729981889,0,0,0,0,0,1,-1.5242564590713006,0,0,1,1,0,0,0,1,0,0,0
0,0,0,0.2292088739623573,0,1,1,1,0,1,0.6360796411446599,0,1,0,1,0,0,0,1,0,0,1
1,1,0,-0.5444780367182193,0,1,0,1,0,0,0.0544506910865167,1,0,0,1,0,0,1,0,0,0,0
0,1,1,-1.2774445836787656,0,0,0,0,0,1,-1.4770316159503396,0,0,1,1,0,0,0,1,0,0,1
0,1,0,0.4328106925625091,0,0,0,0,0,1,-0.2795705059468741,1,0,0,0,1,0,0,0,0,1,0
